"gene","best_annot","dummy_name","GO"
"RAP1GAP","RAP1GAP","RAP1GAP","GO:0051056;GO:0007411;GO:0090630;GO:0043547;GO:1903697;GO:0043087;GO:0007165"
"RAP1GAP2","RAP1GAP2","RAP1GAP2","GO:0008361;GO:0090630;GO:0051056"
"RAP1GDS1","RAP1GDS1","RAP1GDS1","GO:0051561;GO:0032471;GO:0043547;GO:0014829;GO:0031034"
"LOC113987679","RAP1GDS1","RAP1GDS1_pp_1","GO:0051561;GO:0032471;GO:0043547;GO:0014829;GO:0031034"
"RAP2A","RAP2A","RAP2A","GO:0046328;GO:0030033;GO:0001934;GO:0045198;GO:0072659;GO:0034613;GO:0031954;GO:0030336;GO:0048814;GO:0045184;GO:0031532;GO:0032486;GO:0035690"
"RAP2B","RAP2B","RAP2B","GO:0031954;GO:0090557;GO:0007165;GO:0030168;GO:0030033;GO:0032486;GO:0043312;GO:0070527;GO:0061097;GO:0030336"
"RAP2C","RAP2C","RAP2C","GO:0045893;GO:0043312;GO:0030336;GO:0090557;GO:0032486;GO:0030033;GO:0061097;GO:0031954"
"RAPGEF1","RAPGEF1","RAPGEF1","GO:0046579;GO:0007165;GO:2000178;GO:0090090;GO:0007399;GO:0019221;GO:0048008;GO:0051898;GO:0043547;GO:0000186;GO:1905451;GO:0010976;GO:0070373;GO:0061028;GO:0032486;GO:0070374;GO:1990090;GO:0046328;GO:0001568;GO:1901888;GO:0098609;GO:0007169;GO:0071320;GO:0046580;GO:0038180;GO:0090630"
"RAPGEF2","RAPGEF2","RAPGEF2","GO:0019933;GO:0043547;GO:0001764;GO:0008285;GO:0030033;GO:0007264;GO:0061028;GO:0031175;GO:0038180;GO:0071320;GO:0010976;GO:0045860;GO:0048022;GO:2001214;GO:0031547;GO:0071880;GO:0050774;GO:0001568;GO:0048167;GO:2000481;GO:0021591;GO:0021884;GO:0000165;GO:0070374;GO:2001224;GO:2000670;GO:1901888;GO:0071321;GO:0043950;GO:0090557;GO:0032092;GO:0007186;GO:0035556;GO:0032486;GO:0007218;GO:1990090;GO:0072659"
"RAPGEF4","RAPGEF4","RAPGEF4","GO:0030073;GO:0017156;GO:0017157;GO:0007264;GO:0007186;GO:0050796;GO:0050790;GO:0019933;GO:0098693"
"RAPGEF5","RAPGEF5","RAPGEF5","GO:0007264;GO:0007399;GO:0050790"
"RAPGEF6","RAPGEF6","RAPGEF6","GO:0007265;GO:0030033;GO:0043087;GO:0043547;GO:0072659;GO:0090557"
"RAPGEFL1","RAPGEFL1","RAPGEFL1","GO:0007264;GO:0007399;GO:0050790;GO:0007186"
"RAPH1","RAPH1","RAPH1","GO:0007165"
"RAPSN","RAPSN","RAPSN","GO:1900075;GO:0007268;GO:1903540;GO:0007271;GO:1901626;GO:0043525"
"RARA","RARA","RARA","GO:0045944;GO:0045893;GO:0051099;GO:0048384;GO:0030853;GO:0032754;GO:0008284;GO:0045630;GO:0006367;GO:0045787;GO:0032689;GO:0071391;GO:0000122;GO:0032736;GO:0009755;GO:0045892;GO:0032720;GO:0032753;GO:0030154;GO:0006468;GO:0007165;GO:0032526;GO:0043277"
"RARB","RARB","RARB","GO:0007165;GO:0055012;GO:0000122;GO:0030154;GO:0001657;GO:0021756;GO:0008285;GO:0045944;GO:0048566;GO:0002068;GO:0045666;GO:0009755;GO:0043066;GO:0003148;GO:0048384;GO:0048048;GO:0003417;GO:0032331;GO:0035116;GO:0022008;GO:0043065;GO:0031641;GO:0035264;GO:0006367"
"LOC113996667","RARG","RARG","GO:0032526;GO:0031076;GO:0006367;GO:0048384;GO:0070384;GO:1990830;GO:0060740;GO:0048048;GO:0035264;GO:0008361;GO:0045637;GO:0071300;GO:0043068;GO:0060534;GO:0060070;GO:0009952;GO:0000122;GO:0035116;GO:0060324;GO:0043065;GO:0045944;GO:0031641;GO:0032331;GO:0008285;GO:0009755;GO:0002068;GO:0001843;GO:0008284;GO:0030154;GO:0003430"
"LOC113992817","RARRES1","RARRES1","GO:0008285;GO:0010951"
"RARRES2","RARRES2","RARRES2","GO:0001934;GO:0001523;GO:0050829;GO:0030154;GO:0048566;GO:0019732;GO:0010759;GO:0061760;GO:0008286;GO:0002576;GO:0050921;GO:0050830;GO:0050994;GO:0045087;GO:0003084;GO:0045600;GO:0014823;GO:0006954;GO:0061771;GO:0006935"
"RARS","RARS","RARS","unknown"
"RARS2","RARS2","RARS2","GO:0032543;GO:0006418;GO:0006420"
"RASA1","RASA1","RASA1","GO:0001953;GO:0030833;GO:0051252;GO:0035556;GO:0048514;GO:0048013;GO:0046580;GO:0043066;GO:0043547;GO:0000165;GO:0007162;GO:0043524;GO:0000281;GO:0001570;GO:0007165;GO:0008360"
"RASA2","RASA2","RASA2","GO:0007165;GO:0043547;GO:0000165;GO:0046580"
"RASA3","RASA3","RASA3","GO:0000165;GO:0051209;GO:0046580;GO:0007165;GO:0043547"
"LOC113994893","RASA4","RASA4","GO:0034260;GO:0000165;GO:0046580;GO:0071277;GO:0043547"
"RASAL2","RASAL2","RASAL2","GO:0043547;GO:0007165;GO:0000165"
"RASD1","RASD1","RASD1","GO:0045892;GO:0007263;GO:0007165;GO:0007186"
"RASD2","RASD2","RASD2","GO:0031397;GO:0043949;GO:0051897;GO:0033235;GO:0007165;GO:0007626"
"RASGEF1A","RASGEF1A","RASGEF1A","GO:0046579;GO:0007264;GO:0050790;GO:0000165;GO:0016477"
"RASGEF1B","RASGEF1B","RASGEF1B","GO:0050790;GO:0007264"
"RASGEF1C","RASGEF1C","RASGEF1C","GO:0050790;GO:0007264"
"RASGRF1","RASGRF1","RASGRF1","GO:0007616;GO:0008283;GO:0007165;GO:0000165;GO:0007264;GO:0043547;GO:0046578;GO:0035023;GO:0048167;GO:0046579;GO:0090630;GO:0035020;GO:0048168;GO:2000310;GO:0034976;GO:0031175"
"RASGRF2","RASGRF2","RASGRF2","GO:0007186;GO:0000165;GO:0051056;GO:0034976;GO:0035023;GO:0007264;GO:0060291;GO:2000310;GO:0043065;GO:0050790"
"RASGRP1","RASGRP1","RASGRP1","GO:0070374;GO:0046330;GO:0030154;GO:0001934;GO:0090630;GO:0042110;GO:1900744;GO:0007265;GO:0000165;GO:0045954;GO:0032729;GO:0007165;GO:0043406;GO:0043547;GO:0042113;GO:0046579;GO:0032760;GO:0030101;GO:0070372;GO:1900274;GO:0042100;GO:0032725;GO:0042098"
"RASGRP3","RASGRP3","RASGRP3","GO:0000165;GO:0007265;GO:0043547;GO:0007264"
"RASL10B","RASL10B","RASL10B","GO:0003050;GO:0090277;GO:0007165"
"LOC113997168","RASL11A","RASL11A_pp_1","GO:0045943;GO:0007165"
"RASL11A","RASL11A","RASL11A","GO:0045943;GO:0007165"
"RASL11B","RASL11B","RASL11B","GO:0007165;GO:0030512"
"RASL12","RASL12","RASL12","GO:0007165"
"LOC113992428","RASSF1","RASSF1_pp_1","GO:0007165;GO:0007265;GO:0007050;GO:0070507"
"RASSF1","RASSF1","RASSF1","GO:0007165;GO:0007265;GO:0007050;GO:0070507"
"LOC114000282","RASSF10","RASSF10_ah_2","GO:2000179;GO:0007165;GO:0050769"
"LOC114001932","RASSF10","RASSF10_ah_1","GO:2000179;GO:0007165;GO:0050769"
"RASSF2","RASSF2","RASSF2","GO:0043065;GO:0046849;GO:0048872;GO:0045860;GO:0031954;GO:0001503;GO:0046330;GO:0007049;GO:1901222;GO:0033137;GO:0007165;GO:0001501;GO:0045670;GO:0045667;GO:0050821;GO:0038168;GO:1901223;GO:0006468"
"RASSF3","RASSF3","RASSF3","GO:0007165;GO:0042981"
"RASSF5","RASSF5","RASSF5","GO:0008285;GO:0035556;GO:0031398;GO:0006915;GO:0007165;GO:1900180;GO:0042981"
"RASSF6","RASSF6","RASSF6","GO:0007165;GO:0042981;GO:0006915"
"LOC113991423","RASSF7","RASSF7","GO:0070507;GO:0007165;GO:0006915"
"RASSF8","RASSF8","RASSF8","GO:0007165"
"RASSF9","RASSF9","RASSF9","GO:0046907;GO:0016197;GO:0006605;GO:0007165"
"LOC113984740","RAVER1","RAVER1","GO:0000398"
"RAVER2","RAVER2","RAVER2","GO:0000398"
"RAX","RAX","RAX","GO:0007389;GO:0060173;GO:0043010;GO:0021854;GO:0007601;GO:0006357;GO:0045944"
"RAX2","RAX","RAX_pp_1","GO:0007389;GO:0060173;GO:0043010;GO:0021854;GO:0007601;GO:0006357;GO:0045944"
"RB1","RB1","RB1","GO:1904028;GO:1904761;GO:0034349;GO:1903055;GO:0006355;GO:0120163;GO:0030308;GO:2001234;GO:2000679;GO:0006338;GO:0031175;GO:0031134;GO:0050680;GO:2000134;GO:0030154;GO:0010629;GO:0034088;GO:0097284;GO:1902948;GO:0090230;GO:0042551;GO:0071930;GO:0051301;GO:0045786;GO:0045892;GO:0045445;GO:0043550;GO:0045651;GO:0001894;GO:0000082;GO:0048565;GO:0051402;GO:0007265;GO:0043433;GO:0071922;GO:0003180;GO:0000122;GO:0045944;GO:0016032;GO:0007050;GO:0071901;GO:0071459;GO:0071466;GO:0007346;GO:0048667;GO:0050728;GO:0043353;GO:0006469;GO:0035914;GO:0045879;GO:0045842;GO:0051146"
"RB1CC1","RB1CC1","RB1CC1","GO:0016236;GO:0001889;GO:0007049;GO:0061709;GO:2001237;GO:0007507;GO:0001934;GO:0000422;GO:0034727;GO:0045793;GO:0000045;GO:0046330;GO:0016241;GO:0061723;GO:0006914;GO:0030242"
"RBBP4","RBBP4","RBBP4","GO:0034080;GO:0045814;GO:0070317;GO:0031497;GO:0043044;GO:0006335;GO:1901796;GO:0060416;GO:0051726;GO:0008285;GO:0007049;GO:0006336;GO:0006338;GO:0006260"
"RBBP5","RBBP5","RBBP5","GO:0006974;GO:0051568;GO:0043687;GO:1904837;GO:0045652;GO:0043627"
"RBBP6","RBBP6","RBBP6","GO:0001701;GO:0000209;GO:0061053;GO:0006511;GO:0006974;GO:0048568;GO:0006260;GO:0006397;GO:0035264;GO:0006275"
"RBBP7","RBBP7","RBBP7","GO:0045814;GO:0030308;GO:0043687;GO:0070317;GO:1901796;GO:0000122;GO:0048545;GO:0070370;GO:0006260;GO:0034080"
"RBBP8","RBBP8","RBBP8","GO:0000724;GO:1901796;GO:0010792;GO:0000729;GO:0006357;GO:0090305;GO:0051301;GO:0045892;GO:0006281;GO:0006260;GO:0070317;GO:0051321"
"RBFA","RBFA","RBFA","GO:0008150;GO:0006364"
"RBFOX1","RBFOX1","RBFOX1","GO:0008380;GO:0050658;GO:0007399;GO:0006397;GO:0000381"
"RBFOX2","RBFOX2","RBFOX2","GO:0030520;GO:0042127;GO:0021942;GO:0010724;GO:0008380;GO:0016070;GO:0050885;GO:0048813;GO:0045892;GO:0007399;GO:0008543;GO:0006397;GO:0000381"
"RBFOX3","RBFOX3","RBFOX3","GO:0006397;GO:0007399;GO:0000381;GO:0008380"
"RBKS","RBKS","RBKS","GO:0046835;GO:0006098;GO:0019303"
"RBL1","RBL1","RBL1","GO:0030154;GO:2000134;GO:0007049;GO:0051302;GO:0045944;GO:2000773;GO:0010629;GO:0043550;GO:0006325;GO:0016032;GO:0000122"
"RBL2","RBL2","RBL2","GO:0006977;GO:0030154;GO:0051302;GO:2000134;GO:0006325;GO:0043550;GO:0006357;GO:0010629"
"RBM10","RBM10","RBM10","GO:0000398;GO:0000381;GO:0034393;GO:0070935;GO:0000122;GO:0048025;GO:0008150;GO:0008285"
"RBM12","RBM12","RBM12","GO:0043484"
"RBM12B","RBM12B","RBM12B","GO:0043484"
"LOC113996654","RBM14","RBM14","GO:0009725;GO:0016575;GO:0045944;GO:0045087;GO:0046600;GO:0000398;GO:0060395;GO:0098534;GO:0002218"
"RBM15","RBM15","RBM15","GO:0009048;GO:0007221;GO:0060674;GO:0060412;GO:0038163;GO:0048536;GO:0016032;GO:0001569;GO:0045652;GO:0000381;GO:0000398;GO:0001510;GO:0045892;GO:0045638"
"LOC114003545","RBM15","RBM15_pp_1","GO:0009048;GO:0007221;GO:0060674;GO:0060412;GO:0038163;GO:0048536;GO:0016032;GO:0001569;GO:0045652;GO:0000381;GO:0000398;GO:0001510;GO:0045892;GO:0045638"
"RBM15B","RBM15B","RBM15B","GO:0006913;GO:0016032;GO:0000381;GO:0000398;GO:0001510;GO:0009048;GO:0006406;GO:0045892"
"RBM17","RBM17","RBM17","GO:0000398;GO:0000380"
"RBM19","RBM19","RBM19","GO:0007275;GO:0040019;GO:0000398"
"RBM20","RBM20","RBM20","GO:0007507;GO:0006397;GO:0033120;GO:0008380;GO:0043484"
"RBM22","RBM22","RBM22","GO:0000398;GO:0046827;GO:0042307;GO:0033120;GO:0035690;GO:0045292"
"RBM24","RBM24","RBM24","GO:0000381;GO:0061158;GO:0003197;GO:1902811;GO:0043488;GO:0008380;GO:2000766;GO:0061157;GO:0006974;GO:0030154;GO:0045663;GO:1905870;GO:2000738;GO:0010831;GO:0010830;GO:0006397;GO:0048255"
"RBM25","RBM25","RBM25","GO:0006397;GO:0000381;GO:0042981;GO:0008380"
"RBM26","RBM26","RBM26","GO:0006397;GO:0010923"
"RBM27","RBM27","RBM27","GO:0006397"
"RBM28","RBM28","RBM28","GO:0008380;GO:0006397"
"RBM3","RBM3","RBM3","GO:0045727;GO:0006417;GO:0006396;GO:0048026"
"RBM38","RBM38","RBM38","GO:0030154;GO:0008380;GO:0010830;GO:0043484;GO:0006397;GO:0007049;GO:0016032"
"RBM39","RBM39","RBM39","GO:0048024;GO:0008380;GO:0006396;GO:0006397"
"LOC114003537","RBM4","RBM4","GO:0035278;GO:0045947;GO:0002192;GO:0000381;GO:0030154;GO:0017148;GO:0032055;GO:0051149;GO:0046822;GO:0097167;GO:0000398;GO:0046685;GO:0002190;GO:0006396;GO:0043153"
"RBM41","RBM41","RBM41","GO:0000398"
"LOC113982300","RBM42","RBM42","GO:0048025"
"RBM45","RBM45","RBM45","GO:0030154;GO:0007399"
"RBM46","RBM46","RBM46","GO:0048255;GO:0001829"
"RBM47","RBM47","RBM47","GO:0002244;GO:0016554"
"LOC113996652","RBM4B","RBM4B_ah_2","GO:0006417;GO:0007623;GO:0032922;GO:0000398;GO:0043153"
"LOC113996651","RBM4B","RBM4B_ah_1","GO:0006417;GO:0007623;GO:0032922;GO:0000398;GO:0043153"
"RBM5","RBM5","RBM5","GO:0000381;GO:0008285;GO:0006915;GO:0006396;GO:0000245;GO:0043065;GO:0000398"
"RBM6","RBM6","RBM6","GO:0006396;GO:0000398"
"RBM7","RBM7","RBM7","GO:0000381;GO:0016076;GO:0051321"
"RBM8A","RBM8A","RBM8A","GO:0000398;GO:0006406;GO:0000381;GO:0000184;GO:0006417;GO:0008380;GO:0006405;GO:0031124"
"RBMS1","RBMS1","RBMS1","GO:0006396;GO:0006260"
"RBMS2","RBMS2","RBMS2","GO:0006396"
"RBMS3","RBMS3","RBMS3","GO:0090090;GO:0010629;GO:0010628;GO:0002357"
"LOC114001925","RBMS3","RBMS3_pp_1","GO:0090090;GO:0010629;GO:0010628;GO:0002357"
"RBMX","RBMX","RBMX","GO:0071347;GO:0016070;GO:0048026;GO:0006376;GO:0051260;GO:0006366;GO:0006509;GO:0045944;GO:0048025;GO:0000398;GO:0001649;GO:0000381"
"RBMX2","RBMX2","RBMX2","GO:0000398"
"RBP2","RBP2","RBP2","GO:0006776;GO:0008544;GO:0001523"
"RBP3","RBP3","RBP3","GO:0007601;GO:0001523;GO:0006508;GO:0006629"
"RBP4","RBP4","RBP4","GO:0042572;GO:0045471;GO:0032024;GO:0060068;GO:0032526;GO:0034633;GO:0060044;GO:0006094;GO:0007601;GO:0048807;GO:0030277;GO:0048706;GO:0001654;GO:0060157;GO:0048738;GO:0001523;GO:0007507;GO:0060065;GO:0042593;GO:0048562;GO:0060347;GO:0002639;GO:0060059;GO:0030324"
"RBPJ","RBPJ","RBPJ","GO:0007221;GO:0009912;GO:1901186;GO:0007219;GO:1901297;GO:0008285;GO:0060716;GO:0010628;GO:0003176;GO:2000138;GO:0060045;GO:0003214;GO:0045944;GO:0009957;GO:0001837;GO:0001974;GO:0060844;GO:0072554;GO:0030216;GO:0001756;GO:0003222;GO:0061419;GO:0021983;GO:0030513;GO:0001525;GO:0003160;GO:1901189;GO:0097101;GO:0002437;GO:0036302;GO:0045596;GO:0000122;GO:0060486;GO:0048820;GO:0060412;GO:0045892;GO:0061314;GO:0003151;GO:0003256;GO:0120163;GO:0048505;GO:0035912;GO:0003198;GO:0035019;GO:0003139;GO:0030279;GO:0045747;GO:0003177;GO:0043011;GO:0042742;GO:0030183;GO:0006959;GO:0006367;GO:0048733"
"LOC113994594","RBPJ","RBPJ_pp_1","GO:0007221;GO:0009912;GO:1901186;GO:0007219;GO:1901297;GO:0008285;GO:0060716;GO:0010628;GO:0003176;GO:2000138;GO:0060045;GO:0003214;GO:0045944;GO:0009957;GO:0001837;GO:0001974;GO:0060844;GO:0072554;GO:0030216;GO:0001756;GO:0003222;GO:0061419;GO:0021983;GO:0030513;GO:0001525;GO:0003160;GO:1901189;GO:0097101;GO:0002437;GO:0036302;GO:0045596;GO:0000122;GO:0060486;GO:0048820;GO:0060412;GO:0045892;GO:0061314;GO:0003151;GO:0003256;GO:0120163;GO:0048505;GO:0035912;GO:0003198;GO:0035019;GO:0003139;GO:0030279;GO:0045747;GO:0003177;GO:0043011;GO:0042742;GO:0030183;GO:0006959;GO:0006367;GO:0048733"
"RBPJL","RBPJL","RBPJL","GO:0007165;GO:0045944"
"RBPMS","RBPMS","RBPMS","GO:0045893;GO:0060391;GO:0010862;GO:0006396;GO:0006979"
"RBPMS2","RBPMS2","RBPMS2","GO:0030514;GO:0051151;GO:0048661;GO:0048557"
"RBSN","RBSN","RBSN","GO:0007596;GO:1903358;GO:0015031;GO:0090160;GO:0034498;GO:0016197"
"RBX1","RBX1","RBX1","GO:0090090;GO:0043161;GO:0000165;GO:0061418;GO:0070911;GO:1902499;GO:0010972;GO:0070936;GO:0031146;GO:0000715;GO:0016032;GO:0006513;GO:0006511;GO:0043687;GO:0016567;GO:0000209;GO:0032436;GO:0018215;GO:0016055;GO:0006294;GO:0042769;GO:0070498;GO:0006296;GO:0006293;GO:0006283;GO:0010265;GO:0033683;GO:0006295;GO:0045116;GO:0000717"
"RC3H1","RC3H1","RC3H1","GO:2000628;GO:0000288;GO:0043488;GO:0048535;GO:0010608;GO:0043029;GO:1901224;GO:0046007;GO:2000320;GO:0048536;GO:0002635;GO:0000956;GO:0033962;GO:0030889;GO:0061470;GO:0071347;GO:0050852;GO:0042098;GO:0061158;GO:0006511;GO:0002634;GO:0050856;GO:0001782;GO:0000209;GO:0061014;GO:0045623"
"RC3H2","RC3H2","RC3H2","GO:0000209;GO:0006511;GO:0001782;GO:0043488;GO:0061470;GO:0048536;GO:0060173;GO:0048286;GO:0043029;GO:0000288;GO:0042098;GO:0009791;GO:0035264;GO:2000628;GO:2000320;GO:1901224;GO:0048535;GO:0050852"
"RCAN1","RCAN1","RCAN1","GO:0033173;GO:0019722;GO:0070885;GO:0043666"
"RCAN2","RCAN2","RCAN2","GO:0043666;GO:0019722"
"RCAN3","RCAN3","RCAN3","GO:0043666;GO:0019722;GO:0009653"
"RCBTB1","RCBTB1","RCBTB1","GO:0007049;GO:0006325"
"RCBTB2","RCBTB2","RCBTB2","GO:0050790"
"RCC1","RCC1","RCC1","GO:0050790;GO:0007088;GO:0016032;GO:0031291;GO:0051225;GO:0007059;GO:0007052;GO:0000082;GO:0051301;GO:1901673"
"RCC1L","RCC1L","RCC1L","GO:0070131;GO:0050790;GO:1990613"
"RCC2","RCC2","RCC2","GO:0030334;GO:0034260;GO:0051987;GO:0007229;GO:0007049;GO:0072356;GO:0045184;GO:1900025;GO:0051301;GO:0010971;GO:1900027;GO:0010762;GO:0048041;GO:0051895;GO:0090630"
"RCCD1","RCCD1","RCCD1","GO:0006325"
"RCHY1","RCHY1","RCHY1","GO:0070987;GO:0006511;GO:0031398;GO:0032436;GO:0016567"
"RCL1","RCL1","RCL1","GO:0000447;GO:0000480;GO:0006364;GO:0008150;GO:0000479"
"RCN1","RCN1","RCN1","GO:0043687;GO:0043010;GO:0044267;GO:0001701"
"RCOR1","RCOR1","RCOR1","GO:0070933;GO:0030218;GO:0006357;GO:0045654;GO:0045892;GO:0007596;GO:0016032;GO:0016575"
"LOC114000516","RCOR2","RCOR2","GO:0006357;GO:0045892;GO:0016575"
"RCOR3","RCOR3","RCOR3","GO:0006357;GO:0045892;GO:0016575"
"RCSD1","RCSD1","RCSD1","GO:0003009;GO:0071474"
"RD3","RD3","RD3","GO:0060041;GO:0007601;GO:0015031;GO:0031283;GO:0050896"
"RD3L","RD3L","RD3L","unknown"
"RDH10","RDH10","RDH10","GO:0002138;GO:0001701;GO:0014032;GO:0042572;GO:0008406;GO:0007601;GO:0001523;GO:0042574;GO:0035115;GO:0043584;GO:0001656;GO:0048703;GO:1900054;GO:0060431;GO:0060449;GO:0043583;GO:0031076"
"LOC113985809","RDH12","RDH12","GO:0007601;GO:0042572;GO:0110095;GO:0045494;GO:0001523"
"LOC113999436","RDH14","RDH14","GO:0001649;GO:0042572"
"LOC113991247","RDH16","RDH16_ah_2","GO:0022900;GO:0008202;GO:0006629;GO:0042572"
"LOC113991249","RDH16","RDH16_ah_1","GO:0022900;GO:0008202;GO:0006629;GO:0042572"
"DHRS9","RDH5","RDH5_pp_1","GO:0001523;GO:0042572;GO:0050896;GO:0007601;GO:0008202"
"LOC113998418","RDH5","RDH5_pp_2","GO:0001523;GO:0042572;GO:0050896;GO:0007601;GO:0008202"
"RDH5","RDH5","RDH5","GO:0001523;GO:0042572;GO:0050896;GO:0007601;GO:0008202"
"LOC113983393","RDH8","RDH8_pp_2","GO:0042572;GO:0006694;GO:0050896;GO:0007601;GO:0006703"
"LOC113984741","RDH8","RDH8_pp_1","GO:0042572;GO:0006694;GO:0050896;GO:0007601;GO:0006703"
"RDH8","RDH8","RDH8","GO:0042572;GO:0006694;GO:0050896;GO:0007601;GO:0006703"
"RDX","RDX","RDX","GO:0051016;GO:1902966;GO:0061028;GO:1902115;GO:0034111;GO:0043087;GO:0072659;GO:0032487;GO:0010628;GO:1900087;GO:0036120;GO:0097067;GO:0045184;GO:0030335;GO:0010737;GO:0008361;GO:0045792;GO:1900027;GO:1903364;GO:0008360;GO:0034260;GO:0045176;GO:1903392;GO:2000643;GO:0032231"
"REC114","REC114","REC114","GO:0051321;GO:0006310"
"REC8","REC8","REC8","GO:0007062;GO:0007131;GO:0007130;GO:0072520;GO:1990414;GO:0007064;GO:0007283;GO:0001556;GO:0007141;GO:0051321;GO:0051177;GO:0009566;GO:0007286"
"RECK","RECK","RECK","GO:0035115;GO:0090263;GO:0060070;GO:0007566;GO:0030336;GO:1904684;GO:0002040;GO:0030198;GO:0045765;GO:0090210;GO:0001955"
"RECQL","RECQL","RECQL","GO:0006281;GO:0000733;GO:0006310;GO:0006268;GO:0000724;GO:0032508"
"LOC113999226","RECQL4","RECQL4_ah_2","GO:0061820;GO:0000723;GO:0006268;GO:0032508;GO:0006310;GO:0000733;GO:0007275;GO:0006281;GO:0006260;GO:0000724"
"LOC113996190","RECQL4","RECQL4_ah_1","GO:0061820;GO:0000723;GO:0006268;GO:0032508;GO:0006310;GO:0000733;GO:0007275;GO:0006281;GO:0006260;GO:0000724"
"LOC113983325","RECQL4","RECQL4_ah_3","GO:0061820;GO:0000723;GO:0006268;GO:0032508;GO:0006310;GO:0000733;GO:0007275;GO:0006281;GO:0006260;GO:0000724"
"RECQL5","RECQL5","RECQL5","GO:0000724;GO:0006260;GO:0006281;GO:0034244;GO:0035690;GO:1990414;GO:0006310;GO:0032508;GO:2000042;GO:0051301;GO:0051304;GO:0000278;GO:0006268;GO:0072757;GO:0006259"
"REEP1","REEP1","REEP1","GO:0051205;GO:0071786"
"REEP2","REEP2","REEP2","GO:0050913;GO:0032386;GO:0050916;GO:0071786;GO:0032596"
"REEP3","REEP3","REEP3","GO:0071786;GO:0007084;GO:0051301;GO:0006998"
"REEP4","REEP4","REEP4","GO:0071786;GO:0051301;GO:0007084;GO:0006998"
"REEP5","REEP5","REEP5","GO:0032386;GO:0007029;GO:0008150"
"REEP6","REEP6","REEP6","GO:0032386;GO:0050908;GO:0007029"
"REG4","REG4","REG4","GO:0009617"
"REL","REL","REL","GO:0045087;GO:0006954;GO:0010629;GO:0007249;GO:0038061;GO:0034097;GO:0043123;GO:1901215;GO:0033554;GO:0045944;GO:0006357;GO:0032688"
"LOC113992821","REL","REL_pp_1","GO:0045087;GO:0006954;GO:0010629;GO:0007249;GO:0038061;GO:0034097;GO:0043123;GO:1901215;GO:0033554;GO:0045944;GO:0006357;GO:0032688"
"LOC113999470","RELA","RELA_ah_2","GO:0045944;GO:0050852;GO:0010224;GO:0071347;GO:0006954;GO:1901224;GO:0051607;GO:0043066;GO:0043123;GO:0071356;GO:0043200;GO:0099527;GO:0070498;GO:0045893;GO:0014040;GO:1902894;GO:0043278;GO:1901522;GO:0006117;GO:0050727;GO:0043620;GO:0046627;GO:0071224;GO:0033209;GO:1902895;GO:0071316;GO:0051092;GO:0007249;GO:0008284;GO:1904996;GO:0038061;GO:0006351;GO:1902004;GO:0070301;GO:0001942;GO:0042177;GO:1901222;GO:0006968;GO:0035924;GO:0035729;GO:0035994;GO:0033554;GO:0006355;GO:0071222;GO:0007568;GO:0001889;GO:0002223;GO:0032868;GO:0009887;GO:0034097;GO:0042493;GO:0006325;GO:0070431;GO:0070555;GO:0071354;GO:0050862;GO:2001237;GO:0032757;GO:0033590;GO:0032735;GO:0071223;GO:0045087;GO:0032495;GO:0038095;GO:1901223;GO:2000630;GO:1904385;GO:0051591;GO:0045892;GO:0033234;GO:0006357;GO:0032570;GO:0031293;GO:0032481;GO:0010033;GO:0019221;GO:0016032;GO:0000122"
"LOC113984425","RELA","RELA_ah_1","GO:0045944;GO:0050852;GO:0010224;GO:0071347;GO:0006954;GO:1901224;GO:0051607;GO:0043066;GO:0043123;GO:0071356;GO:0043200;GO:0099527;GO:0070498;GO:0045893;GO:0014040;GO:1902894;GO:0043278;GO:1901522;GO:0006117;GO:0050727;GO:0043620;GO:0046627;GO:0071224;GO:0033209;GO:1902895;GO:0071316;GO:0051092;GO:0007249;GO:0008284;GO:1904996;GO:0038061;GO:0006351;GO:1902004;GO:0070301;GO:0001942;GO:0042177;GO:1901222;GO:0006968;GO:0035924;GO:0035729;GO:0035994;GO:0033554;GO:0006355;GO:0071222;GO:0007568;GO:0001889;GO:0002223;GO:0032868;GO:0009887;GO:0034097;GO:0042493;GO:0006325;GO:0070431;GO:0070555;GO:0071354;GO:0050862;GO:2001237;GO:0032757;GO:0033590;GO:0032735;GO:0071223;GO:0045087;GO:0032495;GO:0038095;GO:1901223;GO:2000630;GO:1904385;GO:0051591;GO:0045892;GO:0033234;GO:0006357;GO:0032570;GO:0031293;GO:0032481;GO:0010033;GO:0019221;GO:0016032;GO:0000122"
"LOC114001824","RELB","RELB","GO:0032922;GO:0010628;GO:0030098;GO:0038061;GO:0006954;GO:0019882;GO:0071470;GO:0043011;GO:0032688;GO:0033554;GO:0045063;GO:0034097;GO:0045892;GO:0045087;GO:0007249;GO:0002223;GO:0006357"
"RELCH","RELCH","RELCH","GO:0032367"
"RELL1","RELL1","RELL1","GO:1900745"
"RELL2","RELL2","RELL2","GO:0010811;GO:1900745"
"LOC114004136","RELN","RELN_ah_2","GO:0021511;GO:0001764;GO:0007155;GO:0021800;GO:0007417;GO:0050795;GO:0050731;GO:0006508;GO:0061003;GO:0045860;GO:0038026;GO:2000463;GO:1900273;GO:0007411;GO:0010001;GO:0050804;GO:2000969;GO:0051968;GO:2000310;GO:0018108;GO:0010976;GO:0021766;GO:0090129;GO:0000904;GO:0048265;GO:0061098;GO:0051057;GO:0032793;GO:0007420"
