"pfil_name","best_annot","dummy_name","GO"
"PPARGC1A","PPARGC1A","PPARGC1A","GO:0045820;GO:0045893;GO:0043231;GO:0048662;GO:0030374;GO:0045722;GO:0043201;GO:0046321;GO:0045944;GO:0009409;GO:0043524;GO:0043025;GO:0048661;GO:0005515;GO:0014878;GO:0043565;GO:0016922;GO:0042752;GO:0010822;GO:0043014;GO:0045333;GO:0016605;GO:0006367;GO:0005654;GO:0014732;GO:0097440;GO:1990845;GO:0014850;GO:0008380;GO:0007568;GO:0005634;GO:0000302;GO:0008134;GO:0035865;GO:0035066;GO:2000184;GO:0003677;GO:0010628;GO:0042594;GO:0042975;GO:0006012;GO:0000785;GO:0007005;GO:0006355;GO:0090258;GO:1990844;GO:0120162;GO:0001933;GO:0014912;GO:0042493;GO:1901215;GO:0008209;GO:0007623;GO:0051091;GO:0006397;GO:0097067;GO:0097009;GO:0071873;GO:0030900;GO:1904640;GO:1901863;GO:0003713;GO:0000422;GO:0007586;GO:0032922;GO:0031490;GO:0030331;GO:0001659;GO:0034599;GO:1904639;GO:0060612;GO:0002931;GO:1904637;GO:0002021;GO:0006094;GO:0050821;GO:0071332;GO:0022626;GO:2001171;GO:0003723;GO:0001678;GO:1990843;GO:1904635;GO:0071313;GO:2000310;GO:2000272;GO:0065003;GO:0071354;GO:1901558;GO:0051552;GO:0071372;GO:0019395;GO:0071356;GO:0071456;GO:0071560;GO:0071871;GO:0022904;GO:0071333;GO:0071250;GO:0071222;GO:0021549;GO:1901860;GO:1990841;GO:0050873;GO:1901857;GO:0031625;GO:0003712;GO:0071392"
"PPARGC1B","PPARGC1B","PPARGC1B","GO:0003723;GO:0006355;GO:0005829;GO:0010694;GO:0030374;GO:0030331;GO:0042327;GO:0045780;GO:0005739;GO:0005634;GO:0034614;GO:0045944;GO:0051384;GO:0006390;GO:0005654;GO:0051091;GO:0045672;GO:0051591;GO:0008134;GO:0001503;GO:0003712;GO:0007015;GO:0016592;GO:0050682;GO:0120162;GO:0030520;GO:0045892;GO:0060346"
"PPAT","PPAT","PPAT","GO:0005829;GO:0006164;GO:0000082;GO:0042802;GO:0009168;GO:0009116;GO:0006543;GO:0060135;GO:0009113;GO:0046872;GO:0032869;GO:0051539;GO:0001822;GO:0004044;GO:0031100;GO:0006189;GO:0035690;GO:0007595"
"PPCDC","PPCDC","PPCDC","GO:0005515;GO:0015937;GO:0005829;GO:0071513;GO:0042802;GO:0004633;GO:0010181"
"PPCS","PPCS","PPCS","GO:0015937;GO:0006085;GO:0005634;GO:0042802;GO:0003015;GO:0004632;GO:0042803;GO:0005829;GO:0005524;GO:0005737"
"PPDPF","PPDPF","PPDPF","GO:0030154;GO:0007275"
"PPDPFL","PPDPFL","PPDPFL","GO:0030154;GO:0007275"
"PPEF1","PPEF1","PPEF1","GO:0005515;GO:0005829;GO:0022400;GO:0106307;GO:0005509;GO:0030145;GO:0006470;GO:0005634;GO:0106306;GO:0050906;GO:0004722;GO:0005506"
"PPEF2","PPEF2","PPEF2","GO:0001917;GO:0030544;GO:0106306;GO:0030145;GO:0043409;GO:0007601;GO:0005634;GO:0006470;GO:0004722;GO:0001750;GO:0051879;GO:0043506;GO:0005829;GO:0050906;GO:0005506;GO:0106307;GO:0031435;GO:0005509;GO:0010801;GO:0043405"
"PPFIA1","PPFIA1","PPFIA1","GO:0005515;GO:0005829;GO:0051497;GO:0005737;GO:0007269;GO:0048786;GO:0014047;GO:0007160;GO:0005925;GO:0050808;GO:1903077;GO:0007165"
"PPFIA2","PPFIA2","PPFIA2","GO:0014047;GO:0005829;GO:0099181;GO:2000300;GO:0005515;GO:0098978;GO:0070062;GO:0061001;GO:0007160;GO:0099172;GO:0005737;GO:0099519;GO:0060998;GO:0048786;GO:0030424;GO:0007269;GO:0009986;GO:0043197;GO:0050808"
"LOC113991203","PPFIA3","PPFIA3","GO:0005829;GO:0016081;GO:0007269;GO:0005515;GO:0048786;GO:0050808;GO:0001669;GO:0048172;GO:0014047;GO:0098978;GO:0098875;GO:0098831"
"PPFIA4","PPFIA4","PPFIA4","GO:0005829;GO:0048786;GO:0045202;GO:0005515;GO:0050808;GO:0007269;GO:0009986;GO:0014047"
"PPFIBP1","PPFIBP1","PPFIBP1","GO:0005925;GO:0005886;GO:0005829;GO:0007155;GO:0050808;GO:0048786;GO:0005515;GO:0045296;GO:0007528"
"PPFIBP2","PPFIBP2","PPFIBP2","GO:0042802;GO:0005829;GO:0005515;GO:0050808;GO:0005615;GO:0007528;GO:0048786;GO:0003674"
"PPHLN1","PPHLN1","PPHLN1","GO:0005654;GO:0003723;GO:0045814;GO:0031424;GO:0090309;GO:0005515;GO:0005694;GO:0097355;GO:0045892;GO:0005794;GO:0005829"
"PPIA","PPIA","PPIA","GO:0070527;GO:0046790;GO:0075713;GO:0006278;GO:0016018;GO:0070062;GO:0005515;GO:1904813;GO:1904399;GO:1903901;GO:2001233;GO:0006915;GO:0006457;GO:0003755;GO:0000413;GO:1902176;GO:0001933;GO:0051082;GO:0005178;GO:0019068;GO:0000187;GO:0061944;GO:0016020;GO:0001934;GO:0003723;GO:0019076;GO:0005737;GO:0005829;GO:0005576;GO:0019061;GO:0019058;GO:0019064;GO:0005634;GO:0031982;GO:0032873;GO:0043231;GO:0050900;GO:0051092;GO:0034774;GO:0032991;GO:0032148;GO:0005925;GO:0030595;GO:0005615;GO:0045069;GO:0006469;GO:0060352;GO:0030168;GO:0035307;GO:0030593;GO:0034599;GO:0042118;GO:0045070;GO:0043312;GO:0050714;GO:0034389;GO:0035722"
"PPIB","PPIB","PPIB","GO:0005783;GO:0005515;GO:0003755;GO:0005788;GO:0000413;GO:0016018;GO:0005634;GO:0016020;GO:0003723;GO:0005654;GO:0030593;GO:0005737;GO:0043231;GO:0006457;GO:0070062;GO:0032991;GO:0005518;GO:0061077;GO:0070063;GO:0005925;GO:0048471;GO:0060348;GO:0044829;GO:0044794;GO:0040018;GO:0050821;GO:0051082;GO:0042470;GO:1901873"
"PPIC","PPIC","PPIC","GO:0005515;GO:0005737;GO:0003755;GO:0070062;GO:0043231;GO:0000413;GO:0016018;GO:0006457"
"PPID","PPID","PPID","GO:0003755;GO:0071492;GO:0006915;GO:0030544;GO:0043065;GO:0050714;GO:0000413;GO:0045070;GO:0005654;GO:0005515;GO:0005730;GO:0006457;GO:0019076;GO:0031072;GO:0016018;GO:0061077;GO:0005737;GO:0000122;GO:0005634;GO:0065003;GO:0015031;GO:0030331;GO:0005829;GO:0008134;GO:0051879;GO:0034389"
"PPIE","PPIE","PPIE","GO:0071013;GO:0005654;GO:0034774;GO:0008143;GO:0006283;GO:0016607;GO:0000398;GO:0006355;GO:0005515;GO:0003755;GO:0005829;GO:0045070;GO:0000413;GO:0006457;GO:0071007;GO:0003729;GO:0005634;GO:0003723;GO:0016018;GO:0043312;GO:0005576;GO:0005737;GO:1904813"
"PPIF","PPIF","PPIF","GO:0005515;GO:0032780;GO:0046902;GO:0016018;GO:0002931;GO:0070301;GO:0005757;GO:0090324;GO:0000413;GO:1902445;GO:0005753;GO:0010849;GO:0071243;GO:2000276;GO:0090201;GO:0010939;GO:0090200;GO:0016020;GO:0071277;GO:0006457;GO:0070266;GO:0043231;GO:0005759;GO:0005739;GO:0043066;GO:1902686;GO:0008637;GO:0003755;GO:2001243;GO:0005737"
"PPIG","PPIG","PPIG","GO:0005515;GO:0016018;GO:0003755;GO:0043231;GO:0006457;GO:0016607;GO:0005737;GO:0003723;GO:0000413;GO:0008380;GO:0005654;GO:0005829;GO:0005634;GO:0016363"
"PPIH","PPIH","PPIH","GO:0065003;GO:0005515;GO:0016018;GO:0045070;GO:0003755;GO:0005654;GO:0000398;GO:0000413;GO:0006457;GO:0043021;GO:0046540;GO:0005737;GO:0005681;GO:0043231;GO:0016607;GO:0071001"
"PPIL1","PPIL1","PPIL1","GO:0005515;GO:0005654;GO:0003755;GO:0005634;GO:0000398;GO:0000413;GO:0071007;GO:0097718;GO:0016018;GO:0071013;GO:0006457"
"PPIL2","PPIL2","PPIL2","GO:0072659;GO:0034450;GO:0061630;GO:0005634;GO:0006457;GO:0000209;GO:0005654;GO:0005515;GO:0000413;GO:0003755;GO:0005737;GO:0005886;GO:0016018;GO:0005796;GO:0050900"
"PPIL3","PPIL3","PPIL3","GO:0005515;GO:0003755;GO:0000413;GO:0006457;GO:0000398;GO:0071013"
"PPIL4","PPIL4","PPIL4","GO:0005515;GO:0000413;GO:0003755;GO:0005634;GO:0003723;GO:1901407;GO:0005654;GO:0005829"
"PPIL6","PPIL6","PPIL6","GO:0005737;GO:0005515;GO:0016018;GO:0003755;GO:0006457;GO:0000413"
"PPIP5K1","PPIP5K1","PPIP5K1","GO:0005829;GO:0000832;GO:0032958;GO:0043647;GO:0005524;GO:0006020;GO:0000829;GO:0033857;GO:0000827;GO:0000828;GO:0016310;GO:0052723;GO:0102092;GO:0052724;GO:0005886"
"PPIP5K2","PPIP5K2","PPIP5K2","GO:0006020;GO:0000832;GO:0005829;GO:0000829;GO:0000827;GO:0005524;GO:0007605;GO:0043647;GO:0052723;GO:0033857;GO:0052724;GO:0032958;GO:0000828;GO:0102092;GO:0016310"
"PPL","PPL","PPL","GO:0005515;GO:0005882;GO:0030057;GO:0045104;GO:0005829;GO:0070268;GO:0045296;GO:0005198;GO:0070062;GO:0005856;GO:0009612;GO:0005886;GO:0016020;GO:0005737;GO:0005200;GO:0042060;GO:0001533"
"PPM1A","PPM1A","PPM1A","GO:0043124;GO:0007050;GO:0005829;GO:0016311;GO:0030145;GO:0030512;GO:0106307;GO:0071560;GO:0005654;GO:0046827;GO:0005634;GO:0005515;GO:0030514;GO:0004722;GO:0000122;GO:0043123;GO:0045893;GO:0005886;GO:0010991;GO:1901223;GO:0090263;GO:0033192;GO:0106306;GO:0016020;GO:0006470;GO:0035970;GO:0000287;GO:0006499;GO:0070412"
"PPM1B","PPM1B","PPM1B","GO:0005829;GO:0006470;GO:0030145;GO:0106306;GO:0005515;GO:0043124;GO:0004722;GO:0035970;GO:0006499;GO:0005730;GO:0090263;GO:0005634;GO:0032688;GO:0000287;GO:0016020;GO:0106307;GO:1901223;GO:0050687"
"PPM1D","PPM1D","PPM1D","GO:0005634;GO:0009267;GO:0030330;GO:0009314;GO:0006306;GO:0009617;GO:0006342;GO:0005730;GO:0035970;GO:0046872;GO:0006367;GO:0005829;GO:0000086;GO:0006470;GO:0045814;GO:0005654;GO:0051019;GO:0106307;GO:0004674;GO:0006468;GO:0008285;GO:0106306;GO:0005515;GO:0004722"
"PPM1E","PPM1E","PPM1E","GO:0046872;GO:0006470;GO:0005515;GO:0005739;GO:0106307;GO:0004722;GO:0035970;GO:0005654;GO:0005634;GO:0004724;GO:0051496;GO:0006469;GO:0032991;GO:0106306;GO:0035690;GO:0005730"
"PPM1F","PPM1F","PPM1F","GO:0035970;GO:0006470;GO:0045892;GO:0005829;GO:0097193;GO:0033192;GO:0051496;GO:0033137;GO:0043280;GO:0005515;GO:1903827;GO:0050921;GO:0044387;GO:0030335;GO:2000048;GO:0045927;GO:0008138;GO:0070262;GO:0004722;GO:0010628;GO:0106307;GO:0046872;GO:0051224;GO:0006469;GO:0106306;GO:0032991;GO:0051894;GO:0004724;GO:0016576;GO:0048471;GO:0035690;GO:0010634;GO:0005634;GO:0010811"
"PPM1G","PPM1G","PPM1G","GO:0005654;GO:0016020;GO:0006470;GO:0005515;GO:0106307;GO:0035970;GO:0004722;GO:0004724;GO:0005634;GO:0106306;GO:0005737;GO:0046872;GO:0007050"
"PPM1H","PPM1H","PPM1H","GO:0006470;GO:0005654;GO:0042802;GO:0004724;GO:0098978;GO:0106306;GO:0005515;GO:0004721;GO:0005737;GO:0005634;GO:0106307"
"PPM1J","PPM1J","PPM1J","GO:0005515;GO:0004724;GO:0106306;GO:0006470;GO:0106307"
"PPM1K","PPM1K","PPM1K","GO:0005515;GO:0046872;GO:0006470;GO:0106307;GO:0005739;GO:0005759;GO:0009083;GO:0106306"
"PPM1L","PPM1L","PPM1L","GO:0030148;GO:0106307;GO:0070062;GO:0007178;GO:0000165;GO:0005789;GO:0046872;GO:0106306;GO:0016021;GO:0004724;GO:0006470;GO:0004722"
"PPM1M","PPM1M","PPM1M","GO:0106307;GO:0005634;GO:0106306;GO:0006470;GO:0030145;GO:0004724"
"PPME1","PPME1","PPME1","GO:0004864;GO:0019888;GO:0019903;GO:0051722;GO:0018215;GO:0006482;GO:0005515;GO:0005654;GO:0000086;GO:0051721;GO:0051723;GO:0019901;GO:0045296;GO:0032515"
"PPOX","PPOX","PPOX","GO:0031304;GO:0005758;GO:0006783;GO:0004729;GO:0006782;GO:0006779;GO:0031305;GO:0042493;GO:0050660;GO:0031966;GO:0016491"
"PPP1CA","PPP1CA","PPP1CA","GO:0005515;GO:0072357;GO:0098793;GO:0000781;GO:2001241;GO:0060828;GO:0070062;GO:0008157;GO:0005829;GO:0070262;GO:0098609;GO:0005634;GO:0046872;GO:0106306;GO:0006470;GO:0098978;GO:0030324;GO:0098641;GO:0000164;GO:0043021;GO:0016032;GO:0004721;GO:0005737;GO:0004722;GO:0106307;GO:0005981;GO:1904886;GO:0043197;GO:0005654;GO:0005977;GO:0010288;GO:0048754;GO:0005730;GO:0043153;GO:0036496;GO:0005979;GO:0032922;GO:0042587;GO:0032091;GO:0007049;GO:0005886;GO:0005912;GO:0016791;GO:0016311;GO:0035970;GO:0043204;GO:0042752;GO:0051301"
"PPP1CB","PPP1CB","PPP1CB","GO:0005515;GO:0032922;GO:0000164;GO:0005925;GO:0005829;GO:0005730;GO:0000086;GO:0005886;GO:0005979;GO:0004722;GO:0005654;GO:0042587;GO:0051301;GO:0030155;GO:0106307;GO:0042752;GO:0072357;GO:0005634;GO:0019901;GO:0005737;GO:0070062;GO:0043153;GO:0017018;GO:0050115;GO:0006470;GO:0005981;GO:0005977;GO:0000781;GO:0016791;GO:0106306;GO:0046872"
"PPP1CC","PPP1CC","PPP1CC","GO:0005515;GO:0005829;GO:0106307;GO:0005634;GO:0006470;GO:0000777;GO:0000781;GO:0106306;GO:0008022;GO:0008157;GO:0046822;GO:0051301;GO:0098793;GO:0072357;GO:0032154;GO:0019904;GO:0019901;GO:0016607;GO:0047485;GO:0005977;GO:0005925;GO:0030496;GO:0003723;GO:0004721;GO:0000164;GO:0005521;GO:0098978;GO:0043153;GO:0042752;GO:0004722;GO:0060252;GO:0007049;GO:0043197;GO:0044877;GO:0016791;GO:0005739;GO:0005737;GO:0032991;GO:0030182;GO:0005741;GO:0032922;GO:0005730;GO:0046872"
"PPP1R10","PPP1R10","PPP1R10","GO:0005515;GO:1904290;GO:0003723;GO:0046872;GO:0016604;GO:0004864;GO:0005654;GO:0000781;GO:0000785;GO:0005634;GO:0006606;GO:0072357;GO:0032206;GO:0003677;GO:0010667;GO:0032515"
"PPP1R11","PPP1R11","PPP1R11","GO:0005515;GO:0001818;GO:0050830;GO:0004865;GO:0061630;GO:0006511;GO:0032515;GO:0005737;GO:0016567;GO:0008157;GO:0005634"
"PPP1R12A","PPP1R12A","PPP1R12A","GO:0031672;GO:0035690;GO:0035507;GO:0046822;GO:0005730;GO:1903140;GO:0019901;GO:0005515;GO:0043086;GO:0035508;GO:0071889;GO:0000278;GO:0005886;GO:0072357;GO:0030018;GO:0005829;GO:0000086;GO:0007165;GO:0045944;GO:0005654;GO:0005925;GO:0043292;GO:0004857;GO:0019208;GO:0006470;GO:0015629;GO:0000776;GO:0030155;GO:0005813;GO:0007098;GO:0005737"
"PPP1R12B","PPP1R12B","PPP1R12B","GO:0007165;GO:0005829;GO:0005515;GO:0005654;GO:0006937;GO:0043086;GO:0005737;GO:0008047;GO:0030018;GO:0000086;GO:0031672;GO:0004857;GO:0005856;GO:0019208;GO:0019901"
"PPP1R12C","PPP1R12C","PPP1R12C","GO:0043086;GO:0005515;GO:0004857;GO:0005856;GO:0019208;GO:0005737;GO:0007165;GO:0019901"
"PPP1R13B","PPP1R13B","PPP1R13B","GO:0005515;GO:0005634;GO:1900740;GO:0072332;GO:0005654;GO:0005737;GO:0048471;GO:0002039;GO:0005739;GO:0042981;GO:0005886;GO:0005829;GO:0008134;GO:1901796;GO:0045786;GO:1901216"
"LOC114000572","PPP1R13L","PPP1R13L","GO:0006357;GO:0005515;GO:0035264;GO:0008134;GO:0042802;GO:0003229;GO:0000122;GO:0006915;GO:0006351;GO:0045296;GO:0045171;GO:0048871;GO:1901796;GO:0009791;GO:0030054;GO:0060048;GO:0045597;GO:0031076;GO:0005634;GO:0003215;GO:0003714;GO:0042633;GO:0005654;GO:0005829"
"PPP1R14C","PPP1R14C","PPP1R14C","GO:0042325;GO:0004865;GO:0032515;GO:0005737;GO:0016020"
"PPP1R14D","PPP1R14D","PPP1R14D","GO:1905184;GO:0005737;GO:0004865;GO:0042325;GO:1905183"
"PPP1R15B","PPP1R15B","PPP1R15B","GO:0005783;GO:0005515;GO:0070262;GO:1903898;GO:0019888;GO:1903912;GO:0000164;GO:0032516;GO:0006983;GO:0001933;GO:0034976;GO:0042542"
"PPP1R16B","PPP1R16B","PPP1R16B","GO:0005515;GO:0005886;GO:1903670;GO:0005634;GO:0035304;GO:0035308;GO:1903589;GO:0061028;GO:0019888;GO:1902309;GO:0008157;GO:0016607;GO:0001938;GO:0043666;GO:0014066;GO:0035307;GO:0017020;GO:0051489;GO:0048471;GO:0042995"
"PPP1R17","PPP1R17","PPP1R17","GO:0032515;GO:0007417;GO:0004865;GO:0010921;GO:0035556"
"LOC113999345","PPP1R1A","PPP1R1A","GO:0032515;GO:0005515;GO:0035556;GO:0004865;GO:0005977;GO:0005615;GO:0005737"
"PPP1R1B","PPP1R1B","PPP1R1B","GO:0004860;GO:0004864;GO:0005829;GO:0006351;GO:0031749;GO:0005515;GO:0001975;GO:0048148;GO:0019888;GO:0043025;GO:0035556;GO:0007165;GO:0008542;GO:0098978;GO:0043278;GO:0035094;GO:0005737;GO:0044326;GO:0007621;GO:0006469;GO:0031748;GO:0007626;GO:0044327;GO:0005634;GO:0031750;GO:0032515;GO:0007613;GO:0031752;GO:0031751"
"PPP1R1C","PPP1R1C","PPP1R1C","GO:0051301;GO:0035556;GO:0004864;GO:0007049;GO:0032515;GO:0005515;GO:0005737"
"PPP1R2","PPP1R2","PPP1R2","GO:0009966;GO:0032515;GO:0005515;GO:0004864;GO:0006091;GO:0043666;GO:0005977;GO:0004865"
"LOC113989261","PPP1R21","PPP1R21_pp_1","GO:0005769;GO:0016020"
"PPP1R21","PPP1R21","PPP1R21","GO:0005769;GO:0016020"
"PPP1R26","PPP1R26","PPP1R26","GO:0005515;GO:0005730;GO:0004864;GO:0010923;GO:0032515"
"PPP1R27","PPP1R27","PPP1R27","GO:0005515;GO:0010923;GO:0004864;GO:0019902;GO:0032515"
"PPP1R36","PPP1R36","PPP1R36","GO:0010923;GO:0032515;GO:0019902;GO:0004864"
"LOC113999388","PPP1R37","PPP1R37_ah_3","GO:0005515;GO:0004864;GO:0032515;GO:0010923"
"LOC113994727","PPP1R37","PPP1R37_ah_1","GO:0005515;GO:0004864;GO:0032515;GO:0010923"
"LOC113990765","PPP1R37","PPP1R37_ah_2","GO:0005515;GO:0004864;GO:0032515;GO:0010923"
"PPP1R3A","PPP1R3A","PPP1R3A","GO:0016021;GO:0005977;GO:2001069;GO:0008157;GO:0000164;GO:0005979"
"PPP1R3B","PPP1R3B","PPP1R3B","GO:0005515;GO:0005981;GO:0008157;GO:2001069;GO:0043666;GO:0006470;GO:0019888;GO:0050196;GO:0005977;GO:0043231;GO:0000164;GO:0042587;GO:0005979"
"PPP1R3C","PPP1R3C","PPP1R3C","GO:0005515;GO:2001069;GO:0005978;GO:0005979;GO:0004722;GO:0006470;GO:0005829;GO:0005977;GO:0019903;GO:0000164;GO:0008157"
"PPP1R3D","PPP1R3D","PPP1R3D","GO:0005977;GO:0005515;GO:0042587;GO:0005981;GO:0000164;GO:0005979;GO:0006470;GO:0004722;GO:0008157;GO:2001069;GO:0043231"
"LOC114000193","PPP1R3E","PPP1R3E_ah_2","GO:0006470;GO:2001069;GO:0005979;GO:0045725;GO:0042587;GO:0008157;GO:0005977;GO:0000164;GO:0050196"
"LOC113990070","PPP1R3E","PPP1R3E_ah_1","GO:0006470;GO:2001069;GO:0005979;GO:0045725;GO:0042587;GO:0008157;GO:0005977;GO:0000164;GO:0050196"
"PPP1R3G","PPP1R3G","PPP1R3G","GO:0005979;GO:0008157;GO:0045725;GO:0000164;GO:2000467;GO:2001069;GO:0042593"
"PPP1R42","PPP1R42","PPP1R42","GO:0005815;GO:0003779;GO:0010921;GO:0015631;GO:0015630;GO:0005813;GO:0005737;GO:0002177;GO:0070840"
"PPP1R7","PPP1R7","PPP1R7","GO:0005515;GO:0005737;GO:0043666;GO:0005634;GO:0070062;GO:0005694;GO:0030234;GO:0019888;GO:0035307"
"PPP1R8","PPP1R8","PPP1R8","GO:0005515;GO:0005634;GO:0003729;GO:0003677;GO:0016607;GO:0008380;GO:0008995;GO:0006401;GO:0006397;GO:0004519;GO:0005737;GO:0035308;GO:0005681;GO:0003723;GO:0004865;GO:0032515;GO:0008283;GO:0005654;GO:0090501"
"PPP1R9A","PPP1R9A","PPP1R9A","GO:0030175;GO:0007015;GO:0014069;GO:0044325;GO:0060999;GO:0010976;GO:0031594;GO:0019901;GO:0008022;GO:0005515;GO:0019904;GO:0045860;GO:0005829;GO:0043025;GO:0051489;GO:0008157;GO:0030425;GO:0019722;GO:0031175;GO:0030833;GO:0098871;GO:0051823;GO:1904049;GO:0007568;GO:0098974;GO:0051963;GO:0030864;GO:0097237;GO:0098978;GO:0051497;GO:0061001;GO:0005737;GO:0042802;GO:0044326;GO:0051015;GO:0060079;GO:1900272;GO:1900454;GO:0051020;GO:1990761;GO:0015629"
"PPP1R9B","PPP1R9B","PPP1R9B","GO:0032587;GO:0050804;GO:0030308;GO:0031175;GO:0005515;GO:0044325;GO:0035094;GO:0014069;GO:0060179;GO:0004864;GO:0001975;GO:0031749;GO:0044326;GO:0046847;GO:0048545;GO:0030426;GO:0008022;GO:0030175;GO:0021987;GO:0035902;GO:0019900;GO:0004672;GO:0001560;GO:0030042;GO:0071364;GO:0030027;GO:0007050;GO:0042127;GO:0032515;GO:0001932;GO:0005737;GO:0019722;GO:0008157;GO:0008380;GO:0021766;GO:1904386;GO:0071315;GO:1990778;GO:0044327;GO:0000164;GO:0030864;GO:0043025;GO:1901653;GO:0016358;GO:0005886;GO:0007612;GO:0061458;GO:0003006;GO:0071392;GO:0034695;GO:0035690;GO:0016477;GO:0005654;GO:0030425;GO:0007015;GO:1904373;GO:1990780;GO:0097338;GO:2000474;GO:0007096;GO:0005912;GO:0006468;GO:0015629;GO:1904372;GO:0051015;GO:1903078;GO:0007568;GO:1903119"
"LOC113994500","PPP1R9B","PPP1R9B_pp_1","GO:0032587;GO:0050804;GO:0030308;GO:0031175;GO:0005515;GO:0044325;GO:0035094;GO:0014069;GO:0060179;GO:0004864;GO:0001975;GO:0031749;GO:0044326;GO:0046847;GO:0048545;GO:0030426;GO:0008022;GO:0030175;GO:0021987;GO:0035902;GO:0019900;GO:0004672;GO:0001560;GO:0030042;GO:0071364;GO:0030027;GO:0007050;GO:0042127;GO:0032515;GO:0001932;GO:0005737;GO:0019722;GO:0008157;GO:0008380;GO:0021766;GO:1904386;GO:0071315;GO:1990778;GO:0044327;GO:0000164;GO:0030864;GO:0043025;GO:1901653;GO:0016358;GO:0005886;GO:0007612;GO:0061458;GO:0003006;GO:0071392;GO:0034695;GO:0035690;GO:0016477;GO:0005654;GO:0030425;GO:0007015;GO:1904373;GO:1990780;GO:0097338;GO:2000474;GO:0007096;GO:0005912;GO:0006468;GO:0015629;GO:1904372;GO:0051015;GO:1903078;GO:0007568;GO:1903119"
"PPP2CA","PPP2CA","PPP2CA","GO:0004721;GO:0005515;GO:0004722;GO:0000188;GO:0045202;GO:0050811;GO:0000922;GO:0045595;GO:0046872;GO:0000159;GO:0045121;GO:0035970;GO:0046982;GO:0000775;GO:0106307;GO:0006355;GO:0048156;GO:0070062;GO:0005829;GO:0008022;GO:0001932;GO:0070262;GO:0006470;GO:0042532;GO:0106306;GO:0071902;GO:1904526;GO:0051321;GO:1904528;GO:0040008;GO:0010288;GO:0000184;GO:0016020;GO:0006915;GO:0015630;GO:0008380;GO:0030155;GO:0005634;GO:0010719;GO:0019932;GO:0006672;GO:0005739;GO:0005886;GO:0006275;GO:0007498;GO:0030308;GO:0010033;GO:0030111;GO:0007084"
"PPP2CB","PPP2CB","PPP2CB","GO:0000922;GO:0042542;GO:0006470;GO:0005515;GO:0000775;GO:0004722;GO:0005829;GO:0008022;GO:0043161;GO:0034976;GO:0106307;GO:0070262;GO:0005634;GO:0035970;GO:0008637;GO:0106306;GO:0046872;GO:0046677;GO:1904528;GO:0000159;GO:0010288;GO:0010468;GO:0046580;GO:0048156"
"PPP2R1A","PPP2R1A","PPP2R1A","GO:0005515;GO:1990405;GO:0070062;GO:0019888;GO:0005829;GO:0006672;GO:0000159;GO:0000086;GO:0040008;GO:0005634;GO:0016328;GO:0006915;GO:0006355;GO:0030111;GO:0007059;GO:0000184;GO:0015630;GO:0065003;GO:0016020;GO:0006470;GO:0010389;GO:0004722;GO:0007084;GO:0008380;GO:0043666;GO:0005739;GO:0019932;GO:0045595;GO:0008287;GO:0010033;GO:0046982;GO:0000188;GO:0030425;GO:0005737;GO:0030308;GO:0097711;GO:0030155;GO:0000775;GO:0006275;GO:0042532"
"PPP2R2A","PPP2R2A","PPP2R2A","GO:0005515;GO:0070262;GO:0005829;GO:0043666;GO:0006470;GO:0098978;GO:0019888;GO:0000159;GO:0007084;GO:0043278;GO:0005654;GO:0000086;GO:0044877;GO:0000184;GO:0048156;GO:0051721"
"LOC113982109","PPP2R2A","PPP2R2A_pp_1","GO:0005515;GO:0070262;GO:0005829;GO:0043666;GO:0006470;GO:0098978;GO:0019888;GO:0000159;GO:0007084;GO:0043278;GO:0005654;GO:0000086;GO:0044877;GO:0000184;GO:0048156;GO:0051721"
"PPP2R2B","PPP2R2B","PPP2R2B","GO:0005739;GO:0005856;GO:0005741;GO:0005515;GO:0000159;GO:0019888;GO:0006915;GO:0005829;GO:0070262;GO:0043666"
"PPP2R2C","PPP2R2C","PPP2R2C","GO:0000159;GO:0005515;GO:0005829;GO:0019888;GO:0043666;GO:0070262"
"PPP2R2D","PPP2R2D","PPP2R2D","GO:0019888;GO:0005515;GO:0005829;GO:0000159;GO:0000278;GO:0010458;GO:0070262;GO:0051301;GO:0043666"
"PPP2R3A","PPP2R3A","PPP2R3A","GO:0000159;GO:0019888;GO:0043666;GO:0006470;GO:0061053;GO:0005509;GO:0005515"
"PPP2R3B","PPP2R3B","PPP2R3B","GO:0005509;GO:0000159;GO:0005515;GO:0019888;GO:0005654;GO:0006470;GO:0043666;GO:0005829;GO:0007050;GO:0005634"
"PPP2R3C","PPP2R3C","PPP2R3C","GO:0030865;GO:0005515;GO:0005813;GO:0005654;GO:0001782;GO:0005794;GO:0002759;GO:0005829;GO:0045579;GO:0035303;GO:0005819;GO:0048536;GO:0046872;GO:0000226;GO:0043029;GO:0051900;GO:0032147"
"PPP2R5A","PPP2R5A","PPP2R5A","GO:0005515;GO:0004721;GO:0072542;GO:0019900;GO:0031952;GO:0030018;GO:0006470;GO:0000159;GO:0005829;GO:0007165;GO:0005737;GO:0035307;GO:0090219;GO:0016020;GO:0043666;GO:0019888;GO:0031430;GO:1903077;GO:0000775;GO:0005813;GO:0005634"
