"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","best_anno","display_gene_ID","Tissue","n_p005","n_q01","Test","design","fdrtool"
"MID1",550.635761221715,1.12606615177517,0.390780757466191,8.32440321697996,0.00391159868095463,0.547161277496323,"MID1","MID1","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"TNFRSF8",637.608822704716,-1.47423493923179,0.519756365716275,8.30545250383526,0.00395262332514897,0.547161277496323,"TNFRSF8","TNFRSF8","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"TSC22D2",269.07041175165,-1.43753933335048,0.508093497763531,8.3100198639973,0.00394269600318451,0.547161277496323,"TSC22D2","TSC22D2","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"FOXL2",694.993727895651,-1.42110097962618,0.500707782060942,8.19155920008794,0.00420857373082727,0.562842155073493,"FOXL2","FOXL2","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC113991044",75.3485832663607,3.39536412033818,1.20009532268413,8.17127614624852,0.00425589531246497,0.562842155073493,"LOC113991044","LOC113991044","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC113998183",86.0102297216275,-2.36910099020818,0.80047699547818,8.21612426831724,0.00415197830614792,0.562842155073493,"LOC113998183","LOC113998183","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"MYOM3",35.0584162473259,-1.84548222694496,0.659087360469855,8.18096733112891,0.00423321800227449,0.562842155073493,"MYOM2","MYOM3","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"NFATC1",63.517284791335,-1.88160103351233,0.640618561896239,8.17296752205701,0.00425192861506246,0.562842155073493,"NFATC1","NFATC1","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC114004118",8.68495790064682,-4.26884152912211,1.60889597391089,8.14595526135484,0.00431573145092685,0.565704550894942,"ATP6V1B1","LOC114004118 (ATP6V1B1)","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"SLC4A1",302.430908375872,-3.60002006368321,1.26834756052038,8.11199390089428,0.00439733322462746,0.571344734413877,"SLC4A1","SLC4A1","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"CCDC89",246.736189783978,1.34390857426093,0.454914239735369,8.07741101764259,0.00448204338599927,0.577287188116706,"CCDC89","CCDC89","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC113989043",31.2221033890616,3.46462777535649,1.12064313652569,8.03379959091437,0.004591242708289,0.581243478591254,"LOC113989043","LOC113989043","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC113993053",110.714561640666,1.69114136503052,0.56235582551157,8.04812742126815,0.00455507136696379,0.581243478591254,NA,"LOC113993053","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC113983980",1657.50600147879,-1.88950076883126,0.645562389566419,8.00106705766444,0.00467497920002289,0.584379958007446,"CITED4","LOC113983980 (CITED4)","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
