"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","best_anno","display_gene_ID","Tissue","design","n_p005","n_q01","Test","fdrtool"
"TRIM59",896.698136044191,0.684812855837289,0.222094732537874,9.67765967022765,0.00186522064685711,0.345702724279686,"TRIM59","TRIM59","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"GOLIM4",313.781224558026,-0.673743717191921,0.216368786937508,9.65058288819097,0.00189291509826258,0.346608718836081,"GOLIM4","GOLIM4","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"CDC23",2498.06092139465,0.63994888774034,0.206982041375032,9.53983074502202,0.00201060283503825,0.363775498653706,"CDC23","CDC23","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"LOC113990365",81.5312093579335,1.71928222323533,0.549034959938892,9.43560604567985,0.00212812751818047,0.380509200250668,"LOC113990365","LOC113990365","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"CTBS",1441.20780361945,-0.526240201296344,0.171977821070563,9.37319683958822,0.00220181187260817,0.389106242324406,"CTBS","CTBS","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"LOC113998422",187.37284544354,1.32553726725924,0.426979544882512,9.33968943108276,0.00224243525135938,0.391730240806435,"HSF1","LOC113998422 (HSF1)","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"VSTM2L",265.480683136045,1.30359928840735,0.436084953748157,9.27961983193259,0.00231717516520598,0.40018668364546,"VSTM2L","VSTM2L","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"AKAP14",636.547069597116,0.589040345255015,0.196222695001384,9.22840427223443,0.00238289229999449,0.401824081663813,"AKAP14","AKAP14","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"CRYBG1",67.1530137153131,-1.68419446433907,0.557589786979771,9.19374097513476,0.00242844064837848,0.401824081663813,"CRYBG1","CRYBG1","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"LOC113989691",128.083266275174,-1.73458055911104,0.546705461312894,9.17096229897018,0.00245885245392385,0.401824081663813,NA,"LOC113989691","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"LOC113997212",48.5003621901736,1.54480814474852,0.524228560824952,9.21584055101417,0.00239930028960651,0.401824081663813,"ANKRD26","LOC113997212 (ANKRD26)","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"SELENBP1",782.228982935442,0.890292768837739,0.293601113795301,9.17116527380736,0.00245857976266744,0.401824081663813,"SELENBP1","SELENBP1","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"LOC113987522",72.8751935361978,1.23129175165704,0.420544158761396,9.14953298078946,0.00248781554538009,0.40223213466688,NA,"LOC113987522","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"LOC113986340",56.6163766638893,2.02943537264749,0.656687989665648,9.12721213586444,0.00251835186597347,0.402883280621734,NA,"LOC113986340","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"AMH",2941.10470645198,1.21377684484685,0.387269006260089,9.05246319892626,0.00262341143341836,0.411037185207137,"AMH","AMH","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"LOC113999865",385.422604096603,-1.2983461591933,0.432417098391502,9.05957509612395,0.00261322698328895,0.411037185207137,NA,"LOC113999865","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"LOC113996023",44.1816100622833,-1.94126642504006,0.650462424997358,9.00318287849993,0.00269509820629019,0.417813297535245,NA,"LOC113996023","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"MTPN",1051.25912555152,-0.625944141773342,0.209151756124093,8.98527244071806,0.00272164208816879,0.417813297535245,"MTPN","MTPN","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"ADAT1",651.370512124108,-0.608723343379603,0.199584150244999,8.96668199826308,0.00274947458723318,0.417865147767699,"ADAT1","ADAT1","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"CYHR1",6717.83295950619,-0.983380369382204,0.318669726050575,8.94435070915381,0.00278329008004542,0.418816263728022,"CYHR1","CYHR1","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"ESS2",2034.02153099135,0.59431505730581,0.19869432341586,8.84012384966914,0.00294679147633797,0.439071929974357,"ESS2","ESS2","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"DYRK1A",1337.70670979194,0.564118448343111,0.188738391901821,8.81893746470001,0.00298120209362365,0.439886499212546,"DYRK1A","DYRK1A","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"ZC3H12C",404.066769045565,0.608080887150485,0.204840219872736,8.79850762911619,0.00301477052630102,0.440562331333875,"ZC3H12C","ZC3H12C","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"CHST2",188.196631146925,-0.869163196054871,0.296113324026276,8.74695180309995,0.00310119995090424,0.446941464509763,"CHST2","CHST2","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"DLST",3271.81707351448,0.328099556068911,0.111025587167251,8.73754527681044,0.00311723879708086,0.446941464509763,"DLST","DLST","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"SRR",1611.28474662323,0.508530808596307,0.174316296114905,8.65534808320075,0.00326102775635858,0.463187848982595,"SRR","SRR","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"LAPTM4B",584.649371751534,-0.716352880332046,0.239566418766613,8.62336186965294,0.00331878760254731,0.467027166514019,"LAPTM4B","LAPTM4B","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"CUNH1orf198",250.423484211712,1.75515505831077,0.631701968677572,8.46744322218828,0.00361559280268211,0.476882799353362,"CUNH1orf198","CUNH1orf198","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"FAM3C",467.890314203099,-0.679678337177844,0.230032742813183,8.47157834081261,0.00360738289872944,0.476882799353362,"FAM3C","FAM3C","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"HPSE",162.210218155579,1.65038795907195,0.587639633570979,8.48682915035101,0.00357726732972442,0.476882799353362,"HPSE","HPSE","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"LINGO1",199.9981285407,0.74332736473244,0.260580683001848,8.45528221585016,0.00363984765923082,0.476882799353362,"LINGO1","LINGO1","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"LOC113988821",88.877857610679,-2.00339676871462,0.70474104808561,8.53389816638072,0.00348592292889323,0.476882799353362,NA,"LOC113988821","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"SOX8",242.017189205944,1.00419664839072,0.34022521426878,8.5489229655218,0.00345726719695724,0.476882799353362,"SOX8","SOX8","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"TPCN2",234.881675605553,-0.796910808362185,0.270859818301421,8.56076143018988,0.00343485729921321,0.476882799353362,"TPCN2","TPCN2","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"UTP11",1583.69523285036,0.658872529981075,0.226943557228054,8.48096366994753,0.00358881944399764,0.476882799353362,"UTP11","UTP11","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"LOC113998140",5677.02495057568,0.486747934439985,0.16727663395767,8.41214051227956,0.00372723562049385,0.48415835008774,"FAM122B","LOC113998140 (FAM122B)","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"SMOX",1154.09096056004,0.56959825932925,0.199255380201059,8.37392335653308,0.00380642988426301,0.490255265940925,"SMOX","SMOX","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"ABCG1",140.050922965579,1.57538776164201,0.557759258142081,8.25002835366784,0.00407513643774762,0.493763343192142,"ABCG1","ABCG1","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"EMILIN2",73.7488167989176,1.83939441098629,0.66875406387266,8.25298415782726,0.00406850622691216,0.493763343192142,"EMILIN2","EMILIN2","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"EPDR1",288.143237214532,-0.784644316322733,0.271973366104303,8.30232852717629,0.0039594280439179,0.493763343192142,"EPDR1","EPDR1","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
